ROOT	WORD	SEGMENTATION	ANALYSIS	FREQ
kıyı	kıyının	kıyı-nın	N-GEN	7
kıyı	kıyılarımız	kıyı-lar-ımız	N-PL-PSS1P	24
kıyı	kıyılarda	kıyı-lar-da	N-PL-LOC	42
kıyı	kıyınızda	kıyı-nız-da	N-PSS2P-LOC	1
kıyı	kıyıya	kıyı-ya	N-DAT	85
kıyı	kıyılarımıza	kıyı-lar-ımız-a	N-PL-PSS1P-DAT	4
kıyı	kıyısı	kıyı-sı	N-PSS3S	36
kıyı	kıyılardan	kıyı-lar-dan	N-PL-ABL	12
kızan	kızanların	kızan-lar-ın	N-PL-GEN	1
kızan	kızanlar	kızan-lar	N-PL	1
kızan	kızan	kızan	N	15
kıç	kıçın	kıç-ın	N-GEN	1
kıç	kıçtan	kıç-tan	N-ABL	4
kıç	kıçımıza	kıç-ımız-a	N-PSS1P-DAT	1
kıç	kıçımızın	kıç-ımız-ın	N-PSS1P-GEN	1
kıç	kıç	kıç	N	9
kıç	kıçınız	kıç-ınız	N-PSS2P	1
laboratuvar	laboratuvarımızda	laboratuvar-ımız-da	N-PSS1P-LOC	20
laboratuvar	laboratuvarlarımızı	laboratuvar-lar-ımız-ı	N-PL-PSS1P-ACC	1
laboratuvar	laboratuvarlarımızın	laboratuvar-lar-ımız-ın	N-PL-PSS1P-GEN	2
laboratuvar	laboratuvarı	laboratuvar-ı	N-PSS3S	204
laboratuvar	laboratuvarın	laboratuvar-ın	N-GEN	46
laboratuvar	laboratuvarların	laboratuvar-lar-ın	N-PL-GEN	41
laboratuvar	laboratuvardan	laboratuvar-dan	N-ABL	11
laboratuvar	laboratuvarlarının	laboratuvar-lar-ı-nın	N-PL-PSS3S-GEN	21
laboratuvar	laboratuvarlarımızda	laboratuvar-lar-ımız-da	N-PL-PSS1P-LOC	5
laboratuvar	laboratuvarımıza	laboratuvar-ımız-a	N-PSS1P-DAT	4
laboratuvar	laboratuvarlar	laboratuvar-lar	N-PL	89
laboratuvar	laboratuvarları	laboratuvar-ları	N-PSS3P	69
laboratuvar	laboratuvarınızın	laboratuvar-ınız-ın	N-PSS2P-GEN	1
laboratuvar	laboratuvarımızın	laboratuvar-ımız-ın	N-PSS1P-GEN	6
laboratuvar	laboratuvarda	laboratuvar-da	N-LOC	116
laboratuvar	laboratuvar	laboratuvar	N	767
laboratuvar	laboratuvarlara	laboratuvar-lar-a	N-PL-DAT	17
laboratuvar	laboratuvarının	laboratuvar-ı-nın	N-PSS3S-GEN	9
laboratuvar	laboratuvarlarımız	laboratuvar-lar-ımız	N-PL-PSS1P	6
laboratuvar	laboratuvarlarda	laboratuvar-lar-da	N-PL-LOC	61
laboratuvar	laboratuvarımızdan	laboratuvar-ımız-dan	N-PSS1P-ABL	2
laboratuvar	laboratuvarınızda	laboratuvar-ınız-da	N-PSS2P-LOC	1
laboratuvar	laboratuvara	laboratuvar-a	N-DAT	72
laboratuvar	laboratuvarımız	laboratuvar-ımız	N-PSS1P	13
laboratuvar	laboratuvarlardan	laboratuvar-lar-dan	N-PL-ABL	5
lahana	lahana	lahana	N	44
lahana	lahanaya	lahana-ya	N-DAT	1
lahana	lahanalar	lahana-lar	N-PL	2
lahana	lahanayı	lahana-yı	N-ACC	3
lahana	lahanadan	lahana-dan	N-ABL	2
lahana	lahanası	lahana-sı	N-PSS3S	6
lahmacun	lahmacunu	lahmacun-u	N-PSS3S	2
lahmacun	lahmacun	lahmacun	N	9
lala	lala	lala	N	28
lastik	lastiklerinizin	lastik-ler-iniz-in	N-PL-PSS2P-GEN	5
lastik	lastiklerin	lastik-ler-in	N-PL-GEN	47
lastik	lastiklerinin	lastik-ler-i-nin	N-PL-PSS3S-GEN	11
lastik	lastikler	lastik-ler	N-PL	44
lastik	lastikleri	lastik-ler-i	N-PL-PSS3S	53
lastik	lastikte	lastik-te	N-LOC	5
lastik	lastik	lastik	N	370
lastik	lastiklerinizde	lastik-ler-iniz-de	N-PL-PSS2P-LOC	1
lastik	lastiklere	lastik-ler-e	N-PL-DAT	9
lastik	lastiklerde	lastik-ler-de	N-PL-LOC	11
lastik	lastiklerden	lastik-ler-den	N-PL-ABL	2
laterna	laterna	laterna	N	1
lavaş	lavaş	lavaş	N	1
lazer	lazerler	lazer-ler	N-PL	11
lazer	lazerin	lazer-in	N-GEN	13
lazer	lazere	lazer-e	N-DAT	2
lazer	lazeri	lazer-i	N-PSS3S	3
lazer	lazerlerin	lazer-ler-in	N-PL-GEN	2
lazer	lazerleri	lazer-ler-i	N-PL-PSS3S	1
lazer	lazerden	lazer-den	N-ABL	1
lazer	lazer	lazer	N	179
leblebi	leblebiyi	leblebi-yi	N-ACC	2
leblebi	leblebi	leblebi	N	21
leblebi	leblebisi	leblebi-si	N-PSS3S	1
lehçe	lehçeyi	lehçe-yi	N-ACC	1
lehçe	lehçelerin	lehçe-ler-in	N-PL-GEN	3
lehçe	lehçelerinin	lehçe-ler-i-nin	N-PL-PSS3S-GEN	11
lehçe	lehçeler	lehçe-ler	N-PL	5
lehçe	lehçeleri	lehçe-ler-i	N-PL-PSS3S	27
lehçe	lehçede	lehçe-de	N-LOC	4
lehçe	lehçe	lehçe	N	28
lehçe	lehçelere	lehçe-ler-e	N-PL-DAT	2
lehçe	lehçesinin	lehçe-si-nin	N-PSS3S-GEN	1
lehçe	lehçenin	lehçe-nin	N-GEN	4
lehçe	lehçelerde	lehçe-ler-de	N-PL-LOC	10
lehçe	lehçeye	lehçe-ye	N-DAT	1
lehçe	lehçesi	lehçe-si	N-PSS3S	10
lehçe	lehçelerden	lehçe-ler-den	N-PL-ABL	2
lens	lensler	lens-ler	N-PL	36
lens	lenslere	lens-ler-e	N-PL-DAT	3
lens	lenslerden	lens-ler-den	N-PL-ABL	1
lens	lensin	lens-in	N-GEN	18
lens	lense	lens-e	N-DAT	9
lens	lensi	lens-i	N-PSS3S	7
lens	lenslerin	lens-ler-in	N-PL-GEN	9
lens	lensleri	lens-ler-i	N-PL-PSS3S	12
lens	lensten	lens-ten	N-ABL	6
lens	lenslerde	lens-ler-de	N-PL-LOC	3
lens	lenste	lens-te	N-LOC	3
lens	lens	lens	N	168
levrek	levrek	levrek	N	22
levye	levyenin	levye-nin	N-GEN	1
levye	levyeyi	levye-yi	N-ACC	3
levye	levyeleri	levye-ler-i	N-PL-PSS3S	1
levye	levye	levye	N	1
leylek	leyleklerin	leylek-ler-in	N-PL-GEN	1
leylek	leylekler	leylek-ler	N-PL	3
leylek	leylekleri	leylek-ler-i	N-PL-PSS3S	2
leylek	leylek	leylek	N	11
leylek	leyleklere	leylek-ler-e	N-PL-DAT	1
lezyon	lezyonu	lezyon-u	N-PSS3S	47
lezyon	lezyonun	lezyon-un	N-GEN	74
lezyon	lezyonların	lezyon-lar-ın	N-PL-GEN	37
lezyon	lezyondan	lezyon-dan	N-ABL	5
lezyon	lezyonlarının	lezyon-lar-ı-nın	N-PL-PSS3S-GEN	11
lezyon	lezyonlar	lezyon-lar	N-PL	106
lezyon	lezyonları	lezyon-lar-ı	N-PL-PSS3S	63
lezyon	lezyonda	lezyon-da	N-LOC	6
lezyon	lezyon	lezyon	N	148
lezyon	lezyonlara	lezyon-lar-a	N-PL-DAT	19
lezyon	lezyonunun	lezyon-u-nun	N-PSS3S-GEN	8
lezyon	lezyonlarda	lezyon-lar-da	N-PL-LOC	43
lezyon	lezyona	lezyon-a	N-DAT	7
lezyon	lezyonlardan	lezyon-lar-dan	N-PL-ABL	6
lezzet	lezzetlerimizi	lezzet-ler-imiz-i	N-PL-PSS1P-ACC	1
lezzet	lezzeti	lezzet-i	N-PSS3S	75
lezzet	lezzetin	lezzet-in	N-GEN	5
lezzet	lezzetten	lezzet-ten	N-ABL	2
lezzet	lezzetlerinin	lezzet-ler-i-nin	N-PL-PSS3S-GEN	1
lezzet	lezzetler	lezzet-ler	N-PL	26
lezzet	lezzetleri	lezzet-ler-i	N-PL-PSS3S	25
lezzet	lezzette	lezzet-te	N-LOC	9
lezzet	lezzet	lezzet	N	125
lezzet	lezzetlere	lezzet-ler-e	N-PL-DAT	3
lezzet	lezzetinin	lezzet-i-nin	N-PSS3S-GEN	2
lezzet	lezzetlerde	lezzet-ler-de	N-PL-LOC	3
lezzet	lezzete	lezzet-e	N-DAT	7
lezzet	lezzetlerden	lezzet-ler-den	N-PL-ABL	1
leş	leşin	leş-in	N-GEN	2
leş	leş	leş	N	6
leş	leşe	leş-e	N-DAT	1
leş	leşler	leş-ler	N-PL	1
leş	leşleri	leş-ler-i	N-PL-PSS3S	3
leş	leşlerin	leş-ler-in	N-PL-GEN	1
limon	limonu	limon-u	N-PSS3S	6
limon	limonun	limon-un	N-GEN	12
limon	limonların	limon-lar-ın	N-PL-GEN	2
limon	limondan	limon-dan	N-ABL	1
limon	limonlar	limon-lar	N-PL	1
limon	limonda	limon-da	N-LOC	2
limon	limon	limon	N	150
limon	limona	limon-a	N-DAT	3
limonata	limonatayı	limonata-yı	N-ACC	1
limonata	limonata	limonata	N	9
limonata	limonatamızı	limonata-mız-ı	N-PSS1P-ACC	1
lira	liralar	lira-lar	N-PL	2
lira	liranın	lira-nın	N-GEN	28
lira	liraya	lira-ya	N-DAT	290
lira	lirayı	lira-yı	N-ACC	54
lira	liraları	lira-lar-ı	N-PL-PSS3S	1
lira	liradan	lira-dan	N-ABL	184
lira	lirada	lira-da	N-LOC	2
lira	lira	lira	N	1113
lisan	lisanı	lisan-ı	N-PSS3S	22
lisan	lisanın	lisan-ın	N-GEN	6
lisan	lisanların	lisan-lar-ın	N-PL-GEN	2
lisan	lisandan	lisan-dan	N-ABL	1
lisan	lisanlarının	lisan-lar-ı-nın	N-PL-PSS3S-GEN	1
lisan	lisanlar	lisan-lar	N-PL	8
lisan	lisanları	lisan-lar-ı	N-PL-PSS3S	5
lisan	lisanda	lisan-da	N-LOC	5
lisan	lisan	lisan	N	102
lisan	lisanının	lisan-ı-nın	N-PSS3S-GEN	3
lisan	lisanlarda	lisan-lar-da	N-PL-LOC	1
lisan	lisana	lisan-a	N-DAT	6
lisan	lisanımızı	lisan-ımız-ı	N-PSS1P-ACC	2
lisan	lisanımız	lisan-ımız	N-PSS1P	1
lisan	lisanlardan	lisan-lar-dan	N-PL-ABL	1
lise	liseler	lise-ler	N-PL	33
lise	liselere	lise-ler-e	N-PL-DAT	26
lise	liselerden	lise-ler-den	N-PL-ABL	21
lise	lisenin	lise-nin	N-GEN	25
lise	liseye	lise-ye	N-DAT	25
lise	liseyi	lise-yi	N-ACC	103
lise	liselerin	lise-ler-in	N-PL-GEN	29
lise	liseleri	lise-ler-i	N-PL-PSS3S	73
lise	liseden	lise-den	N-ABL	40
lise	liselerde	lise-ler-de	N-PL-LOC	58
lise	lisede	lise-de	N-LOC	45
lise	lise	lise	N	987
liste	listemizde	liste-miz-de	N-PSS1P-LOC	10
liste	listeyi	liste-yi	N-ACC	109
liste	listen	liste-n	N-PSS2S	2
liste	listelerin	liste-ler-in	N-PL-GEN	40
liste	listeden	liste-den	N-ABL	219
liste	listelerinin	liste-ler-i-nin	N-PL-PSS3S-GEN	36
liste	listelerinizi	liste-ler-iniz-i	N-PL-PSS2P-ACC	8
liste	listelerimizde	liste-ler-imiz-de	N-PL-PSS1P-LOC	1
liste	listemize	liste-miz-e	N-PSS1P-DAT	41
liste	listeler	liste-ler	N-PL	229
liste	listeleri	liste-ler-i	N-PL-PSS3S	270
liste	listenizin	liste-niz-in	N-PSS2P-GEN	10
liste	listemizin	liste-miz-in	N-PSS1P-GEN	7
liste	listenizi	liste-niz-i	N-PSS2P-ACC	16
liste	listede	liste-de	N-LOC	345
liste	liste	liste	N	1302
liste	listelerinizde	liste-ler-iniz-de	N-PL-PSS2P-LOC	2
liste	listelerimizden	liste-ler-imiz-den	N-PL-PSS1P-ABL	2
liste	listelere	liste-ler-e	N-PL-DAT	42
liste	listesinin	liste-si-nin	N-PSS3S-GEN	129
liste	listenizden	liste-niz-den	N-PSS2P-ABL	12
liste	listenin	liste-nin	N-GEN	204
liste	listelerimiz	liste-ler-imiz	N-PL-PSS1P	2
liste	listelerde	liste-ler-de	N-PL-LOC	47
liste	listeniz	liste-niz	N-PSS2P	4
liste	listemizden	liste-miz-den	N-PSS1P-ABL	1
liste	listenize	liste-niz-e	N-PSS2P-DAT	20
liste	listenizde	liste-niz-de	N-PSS2P-LOC	7
liste	listeye	liste-ye	N-DAT	294
liste	listemizi	liste-miz-i	N-PSS1P-ACC	7
liste	listemiz	liste-miz	N-PSS1P	17
liste	listelerimize	liste-ler-imiz-e	N-PL-PSS1P-DAT	2
liste	listesi	liste-si	N-PSS3S	1380
liste	listelerden	liste-ler-den	N-PL-ABL	14
lokanta	lokantayı	lokanta-yı	N-ACC	4
lokanta	lokantan	lokanta-n	N-PSS2S	1
lokanta	lokantaların	lokanta-lar-ın	N-PL-GEN	10
lokanta	lokantadan	lokanta-dan	N-ABL	3
lokanta	lokantalarının	lokanta-lar-ı-nın	N-PL-PSS3S-GEN	1
lokanta	lokantalar	lokanta-lar	N-PL	27
lokanta	lokantaları	lokanta-lar-ı	N-PL-PSS3S	15
lokanta	lokantamızın	lokanta-mız-ın	N-PSS1P-GEN	1
lokanta	lokantada	lokanta-da	N-LOC	33
lokanta	lokanta	lokanta	N	102
lokanta	lokantalara	lokanta-lar-a	N-PL-DAT	4
lokanta	lokantasının	lokanta-sı-nın	N-PSS3S-GEN	4
lokanta	lokantanın	lokanta-nın	N-GEN	15
lokanta	lokantalarda	lokanta-lar-da	N-PL-LOC	15
lokanta	lokantaya	lokanta-ya	N-DAT	13
lokanta	lokantası	lokanta-sı	N-PSS3S	31
lokanta	lokantalardan	lokanta-lar-dan	N-PL-ABL	1
lokma	lokmayı	lokma-yı	N-ACC	5
lokma	lokman	lokma-n	N-PSS2S	35
lokma	lokmaların	lokma-lar-ın	N-PL-GEN	2
lokma	lokmadan	lokma-dan	N-ABL	2
lokma	lokmalar	lokma-lar	N-PL	2
lokma	lokmaları	lokma-lar-ı	N-PL-PSS3S	6
lokma	lokmada	lokma-da	N-LOC	1
lokma	lokma	lokma	N	31
lokma	lokmanın	lokma-nın	N-GEN	1
lokma	lokmaya	lokma-ya	N-DAT	2
lokma	lokması	lokma-sı	N-PSS3S	2
lokum	lokum	lokum	N	26
lokum	lokumu	lokum-u	N-PSS3S	5
lokum	lokumları	lokum-lar-ı	N-PL-PSS3S	3
lord	lordu	lord-u	N-PSS3S	2
lord	lordlarının	lord-lar-ı-nın	N-PL-PSS3S-GEN	1
lord	lordlar	lord-lar	N-PL	4
lord	lordları	lord-lar-ı	N-PL-PSS3S	1
lord	lord	lord	N	87
lunapark	lunaparkın	lunapark-ın	N-GEN	3
lunapark	lunapark	lunapark	N	5
lunapark	lunaparka	lunapark-a	N-DAT	4
lunapark	lunaparkı	lunapark-ı	N-PSS3S	2
lüfer	lüferin	lüfer-in	N-GEN	1
lüfer	lüferleri	lüfer-ler-i	N-PL-PSS3S	1
lüfer	lüfer	lüfer	N	13
lüfer	lüfere	lüfer-e	N-DAT	1
lüfer	lüferlerden	lüfer-ler-den	N-PL-ABL	1
lügat	lügat	lügat	N	13
lügatçe	lügatçe	lügatçe	N	1
lügatçe	lügatçesi	lügatçe-si	N-PSS3S	1
maaş	maaşlar	maaş-lar	N-PL	17
maaş	maaşlara	maaş-lar-a	N-PL-DAT	6
maaş	maaşlardan	maaş-lar-dan	N-PL-ABL	2
maaş	maaşın	maaş-ın	N-GEN	9
maaş	maaşa	maaş-a	N-DAT	3
maaş	maaşı	maaş-ı	N-PSS3S	57
maaş	maaşların	maaş-lar-ın	N-PL-GEN	11
maaş	maaşları	maaş-lar-ı	N-PL-PSS3S	39
maaş	maaştan	maaş-tan	N-ABL	3
maaş	maaşlarda	maaş-lar-da	N-PL-LOC	3
maaş	maaş	maaş	N	263
madalya	madalyalar	madalya-lar	N-PL	14
madalya	madalyalara	madalya-lar-a	N-PL-DAT	3
madalya	madalyalardan	madalya-lar-dan	N-PL-ABL	1
madalya	madalyanın	madalya-nın	N-GEN	2
madalya	madalyaya	madalya-ya	N-DAT	3
madalya	madalyayı	madalya-yı	N-ACC	5
madalya	madalyaların	madalya-lar-ın	N-PL-GEN	1
madalya	madalyaları	madalya-lar-ı	N-PL-ACC	12
madalya	madalyadan	madalya-dan	N-ABL	1
madalya	madalya	madalya	N	142
madam	madamın	madam-ın	N-GEN	1
madam	madam	madam	N	7
maden	madenlerimizi	maden-ler-imiz-i	N-PL-PSS1P-ACC	2
maden	madenlerimizin	maden-ler-imiz-in	N-PL-PSS1P-GEN	7
maden	madenin	maden-in	N-GEN	72
maden	madenlerin	maden-ler-in	N-PL-GEN	53
maden	madenden	maden-den	N-ABL	20
maden	madenlerinin	maden-ler-i-nin	N-PL-PSS3S-GEN	16
maden	madenlerimizde	maden-ler-imiz-de	N-PL-PSS1P-LOC	1
maden	madenler	maden-ler	N-PL	107
maden	madenleri	maden-ler-i	N-PL-PSS3S	42
maden	madenimizin	maden-imiz-in	N-PSS1P-GEN	1
maden	madende	maden-de	N-LOC	10
maden	maden	maden	N	1205
maden	madenlere	maden-ler-e	N-PL-DAT	9
maden	madenlerimiz	maden-ler-imiz	N-PL-PSS1P	3
maden	madenlerde	maden-ler-de	N-PL-LOC	11
maden	madene	maden-e	N-DAT	14
maden	madenlerden	maden-ler-den	N-PL-ABL	13
maestro	maestro	maestro	N	45
magma	magmayı	magma-yı	N-ACC	1
magma	magmaların	magma-lar-ın	N-PL-GEN	2
magma	magmadan	magma-dan	N-ABL	4
magma	magmada	magma-da	N-LOC	1
magma	magma	magma	N	17
magma	magmanın	magma-nın	N-GEN	3
mahlep	mahlep	mahlep	N	4
mahzen	mahzeni	mahzen-i	N-PSS3S	1
mahzen	mahzenin	mahzen-in	N-GEN	2
mahzen	mahzenlerin	mahzen-ler-in	N-PL-GEN	1
mahzen	mahzenleri	mahzen-ler-i	N-PL-PSS3S	1
mahzen	mahzende	mahzen-de	N-LOC	1
mahzen	mahzen	mahzen	N	9
makara	makarayı	makara-yı	N-ACC	3
makara	makaraların	makara-lar-ın	N-PL-GEN	6
makara	makaradan	makara-dan	N-ABL	2
makara	makaralar	makara-lar	N-PL	3
makara	makaraları	makara-lar-ı	N-PL-PSS3S	8
makara	makarada	makara-da	N-LOC	1
makara	makara	makara	N	23
makara	makaralara	makara-lar-a	N-PL-DAT	1
makara	makaranın	makara-nın	N-GEN	1
makara	makaraya	makara-ya	N-DAT	4
makara	makarası	makara-sı	N-PSS3S	7
makarna	makarnayı	makarna-yı	N-ACC	11
makarna	makarnaların	makarna-lar-ın	N-PL-GEN	4
makarna	makarnadan	makarna-dan	N-ABL	2
makarna	makarnalar	makarna-lar	N-PL	7
makarna	makarnaları	makarna-lar-ı	N-PL-PSS3S	3
makarna	makarnada	makarna-da	N-LOC	1
makarna	makarna	makarna	N	122
makarna	makarnalara	makarna-lar-a	N-PL-DAT	3
makarna	makarnanın	makarna-nın	N-GEN	11
makarna	makarnaya	makarna-ya	N-DAT	5
makarna	makarnamız	makarna-mız	N-PSS1P	1
makarna	makarnası	makarna-sı	N-PSS3S	4
makarna	makarnalardan	makarna-lar-dan	N-PL-ABL	1
makina	makinanıza	makina-nız-a	N-PSS2P-DAT	9
makina	makinalarının	makina-lar-ı-nın	N-PL-PSS3S-GEN	83
makina	makinalarımızda	makina-lar-ımız-da	N-PL-PSS1P-LOC	2
makina	makinalarınıza	makina-lar-ınız-a	N-PL-PSS2P-DAT	1
makina	makina	makina	N	1178
makina	makinalara	makina-lar-a	N-PL-DAT	24
makina	makinasının	makina-sı-nın	N-PSS3S-GEN	55
makina	makinaya	makina-ya	N-DAT	54
makina	makinamız	makina-mız	N-PSS1P	5
makina	makinalar	makina-lar	N-PL	131
makina	makinayı	makina-yı	N-ACC	23
makina	makinadan	makina-dan	N-ABL	22
makina	makinanızın	makina-nız-ın	N-PSS2P-GEN	6
makina	makinaları	makina-lar-ı	N-PL-PSS3S	313
makina	makinada	makina-da	N-LOC	29
makina	makinamızı	makina-mız-ı	N-PSS1P-ACC	4
makina	makinanızdan	makina-nız-dan	N-PSS2P-ABL	1
makina	makinanın	makina-nın	N-GEN	84
makina	makinalarımızı	makina-lar-ımız-ı	N-PL-PSS1P-ACC	3
makina	makinaların	makina-lar-ın	N-PL-GEN	77
makina	makinalarınızı	makina-lar-ınız-ı	N-PL-PSS2P-ACC	2
makina	makinalarda	makina-lar-da	N-PL-LOC	48
makina	makinası	makina-sı	N-PSS3S	288
makina	makinamızda	makina-mız-da	N-PSS1P-LOC	3
makina	makinamızın	makina-mız-ın	N-PSS1P-GEN	1
makina	makinanızı	makina-nız-ı	N-PSS2P-ACC	15
makina	makinalarımız	makina-lar-ımız	N-PL-PSS1P	7
makina	makinalarımızın	makina-lar-ımız-ın	N-PL-PSS1P-GEN	5
makina	makinanız	makina-nız	N-PSS2P	11
makina	makinanızda	makina-nız-da	N-PSS2P-LOC	5
makina	makinalardan	makina-lar-dan	N-PL-ABL	9
makine	makinemizde	makine-miz-de	N-PSS1P-LOC	2
makine	makinelerinizin	makine-ler-iniz-in	N-PL-PSS2P-GEN	2
makine	makinelerimizin	makine-ler-imiz-in	N-PL-PSS1P-GEN	4
makine	makineyi	makine-yi	N-ACC	63
makine	makinen	makine-n	N-PSS2S	4
makine	makinelerin	makine-ler-in	N-PL-GEN	74
makine	makineden	makine-den	N-ABL	13
makine	makinelerinin	makine-ler-i-nin	N-PL-PSS3S-GEN	61
makine	makinelerinizi	makine-ler-iniz-i	N-PL-PSS2P-ACC	1
makine	makinelerimizde	makine-ler-imiz-de	N-PL-PSS1P-LOC	2
makine	makinemize	makine-miz-e	N-PSS1P-DAT	2
makine	makineler	makine-ler	N-PL	119
makine	makineleri	makine-ler-i	N-PL-PSS3S	247
makine	makinenizin	makine-niz-in	N-PSS2P-GEN	11
makine	makinenizi	makine-niz-i	N-PSS2P-ACC	16
makine	makinede	makine-de	N-LOC	43
makine	makine	makine	N	1172
makine	makinelerinizde	makine-ler-iniz-de	N-PL-PSS2P-LOC	1
makine	makinelerinize	makine-ler-iniz-e	N-PL-PSS2P-DAT	1
makine	makinelere	makine-ler-e	N-PL-DAT	26
makine	makinesinin	makine-si-nin	N-PSS3S-GEN	55
makine	makinenin	makine-nin	N-GEN	110
makine	makinelerimiz	makine-ler-imiz	N-PL-PSS1P	11
makine	makinelerde	makine-ler-de	N-PL-LOC	32
makine	makineniz	makine-niz	N-PSS2P	6
makine	makinenize	makine-niz-e	N-PSS2P-DAT	11
makine	makinenizde	makine-niz-de	N-PSS2P-LOC	6
makine	makineye	makine-ye	N-DAT	43
makine	makinemizi	makine-miz-i	N-PSS1P-ACC	1
makine	makinemiz	makine-miz	N-PSS1P	15
makine	makinesi	makine-si	N-PSS3S	343
makine	makinelerden	makine-ler-den	N-PL-ABL	12
makyaj	makyajı	makyaj-ı	N-PSS3S	6
makyaj	makyajdan	makyaj-dan	N-ABL	1
makyaj	makyajlar	makyaj-lar	N-PL	3
makyaj	makyajları	makyaj-lar-ı	N-PL-PSS3S	1
makyaj	makyajda	makyaj-da	N-LOC	1
makyaj	makyaj	makyaj	N	49
mal	mallarınızın	mal-lar-ınız-ın	N-PL-PSS2P-GEN	3
mal	malınıza	mal-ınız-a	N-PSS2P-DAT	2
mal	malın	mal-ın	N-GEN	493
mal	mallarının	mal-lar-ı-nın	N-PL-PSS3S-GEN	61
mal	mallarınıza	mal-lar-ınız-a	N-PL-PSS2P-DAT	1
mal	mal	mal	N	2274
mal	malım	mal-ım	N-PSS1S	4
mal	mallara	mal-lar-a	N-PL-DAT	61
mal	malının	mal-ı-nın	N-PSS3S-GEN	33
mal	mala	mal-a	N-DAT	90
mal	malımız	mal-ımız	N-PSS1P	9
mal	mallar	mal-lar	N-PL	370
mal	malı	mal-ı	N-PSS3S	429
mal	maldan	mal-dan	N-ABL	24
mal	malınızın	mal-ınız-ın	N-PSS2P-GEN	5
mal	malları	mal-lar-ı	N-PL-PSS3S	270
mal	malda	mal-da	N-LOC	13
mal	malımızı	mal-ımız-ı	N-PSS1P-ACC	3
mal	mallarımızı	mal-lar-ımız-ı	N-PL-PSS1P-ACC	2
mal	malların	mal-lar-ın	N-PL-GEN	388
mal	mallarınızı	mal-lar-ınız-ı	N-PL-PSS2P-ACC	5
mal	mallarda	mal-lar-da	N-PL-LOC	38
mal	malımızın	mal-ımız-ın	N-PSS1P-GEN	2
mal	malınızı	mal-ınız-ı	N-PSS2P-ACC	7
mal	mallarımız	mal-lar-ımız	N-PL-PSS1P	3
mal	mallarımızın	mal-lar-ımız-ın	N-PL-PSS1P-GEN	4
mal	malınız	mal-ınız	N-PSS2P	2
mal	malınızda	mal-ınız-da	N-PSS2P-LOC	1
mal	mallardan	mal-lar-dan	N-PL-ABL	19
malt	malta	malt-a	N-DAT	62
malt	maltı	malt-ı	N-PSS3S	1
malt	malt	malt	N	9
malumat	malumatı	malumat-ı	N-PSS3S	9
malumat	malumatın	malumat-ın	N-GEN	5
malumat	malumattan	malumat-tan	N-ABL	1
malumat	malumatımıza	malumat-ımız-a	N-PSS1P-DAT	1
malumat	malumatlar	malumat-lar	N-PL	1
malumat	malumatları	malumat-lar-ı	N-PL-PSS3S	1
malumat	malumat	malumat	N	41
malumat	malumata	malumat-a	N-DAT	2
mama	mamayı	mama-yı	N-ACC	4
mama	mamaların	mama-lar-ın	N-PL-GEN	2
mama	mamadan	mama-dan	N-ABL	1
mama	mamalarının	mama-lar-ı-nın	N-PL-PSS3S-GEN	2
mama	mamalar	mama-lar	N-PL	12
mama	mamaları	mama-lar-ı	N-PL-PSS3S	3
mama	mamada	mama-da	N-LOC	1
mama	mama	mama	N	52
mama	mamalara	mama-lar-a	N-PL-DAT	1
mama	mamasının	mama-sı-nın	N-PSS3S-GEN	1
mama	mamanın	mama-nın	N-GEN	2
mama	mamaya	mama-ya	N-DAT	3
mama	maması	mama-sı	N-PSS3S	11
mama	mamalardan	mama-lar-dan	N-PL-ABL	2
mana	mana	mana	N	96
mana	manalara	mana-lar-a	N-PL-DAT	2
mana	manasının	mana-sı-nın	N-PSS3S-GEN	5
mana	manaya	mana-ya	N-DAT	22
mana	manalar	mana-lar	N-PL	17
mana	manayı	mana-yı	N-ACC	7
mana	manadan	mana-dan	N-ABL	2
mana	manaları	mana-lar-ı	N-PL-PSS3S	13
mana	manada	mana-da	N-LOC	114
mana	manana	mana-n-a	N-PSS2S-DAT	1
mana	mananın	mana-nın	N-GEN	4
mana	manaların	mana-lar-ın	N-PL-GEN	3
mana	manalarda	mana-lar-da	N-PL-LOC	2
manas	manası	manas-ı	N-ACC	61
mancınık	mancınıklar	mancınık-lar	N-PL	1
mancınık	mancınık	mancınık	N	2
mandal	mandal	mandal	N	9
mandal	mandallar	mandal-lar	N-PL	4
mandal	mandaldan	mandal-dan	N-ABL	1
mandal	mandalları	mandal-lar-ı	N-PL-PSS3S	4
mandal	mandallarda	mandal-lar-da	N-PL-LOC	1
mandalina	mandalina	mandalina	N	12
manita	manita	manita	N	1
manita	manitaya	manita-ya	N-DAT	1
manita	manitası	manita-sı	N-PSS3S	1
manivela	manivela	manivela	N	6
manivela	manivelanın	manivela-nın	N-GEN	1
manivela	manivelası	manivela-sı	N-PSS3S	3
mantin	mantin	mantin	N	1
mantık	mantıktan	mantık-tan	N-ABL	5
mantık	mantıklar	mantık-lar	N-PL	2
mantık	mantıkta	mantık-ta	N-LOC	7
mantık	mantık	mantık	N	251
marangoz	marangozun	marangoz-un	N-GEN	1
marangoz	marangoz	marangoz	N	26
marangoz	marangozlara	marangoz-lar-a	N-PL-DAT	1
marangoz	marangoza	marangoz-a	N-DAT	1
marangoz	marangozlar	marangoz-lar	N-PL	16
